texts,tags
ทำอย่างไรจะลืมเขาให้ได้,neg
รู้สึกเจ็บ แต่ก็เก็บอาการ เพราะความรักไม่ผิด ผิดที่ตัวเราเอง เชิญคนถัดไป,neg
ถ้าบอกว่ารัก ก็ยังเชื่อไม่ได้เท่ากับการกระทำ,neg
ทำไมผญ. ชอบคิดเองเออเองในเรื่องที่ผช.ไม่ได้พูด,neg
"รักแท้ หรือแค่ผูกผัน จะรักไปทุกวัน หรือแค่คบกัน ""แก้เหงา""",neg
แต่มันเลิกกันแบบไม่เคลียร์นี้สิ,neg
กูโทไปรอสายตั้งแต่เที่ยงคืน งั้นก็เลิกกันในวันเกิดมึงนี้เหละ ผู้ชาย แม่งงง.. มีใค จิง จัย กะ กู มั้ง ว่ะ,neg
กลับไปทะเลาะ กันที่ห้องดีกว่าไหมครับ ที่นี้คนเยอะ อายเค้าบ้างซิ,neg
พอๆจบๆ บอกเกือบทุกวันว่าควรเลิกได้แล้ว แต่ตอนนี้รู้สึกจะกลับไปเหมือนเดิมอีกครั้ง งั้นก็เลิกปรึกษาฉันได้แล้วนะ,neg
เคยคบกับคนหน้าเงินแล้วรู้สึกแย่มาก,neg
ผญ หน้าเงิน,neg
คบแล้วเห็นแก่เงินเรา,neg
เห็นแก่เงินมากกว่ารัก,neg
รักเราที่เงินหรือเพราะรักจริงๆ,neg
นอกใจ,neg
นอกใจไปหาอีกคนเพราะเงิน,neg
รักแท้แพ้รถหรู,neg
อยากให้เขารักเราด้วยใจจริง ไม่ใช่รักเราเพราะเงิน,neg
มีใครเป็นบ้างที่ไม่ชอบ เวลาแฟนไปเที่ยวกลางคืน นั่งชิว ผับ บาร์ไรงี้ คือไม่รู้ไม่เหมือนกัน ทำใจยอมรับให้ไปไม่ได้สักทีอะ,neg
เบื่อความทะเลาะเรื่องเดิมๆ ปัญหาเดิมๆ พึ่งจะพูดว่าไม่เมื่อกี้ อีก10นาทีต่อมาทำแบบเดิม ควย,neg
กลับบ้านมาแล้วเจอแฟนกำลังเอาเสื้อผ้าเราไปใส่ แอบน่ารัก,pos
แฟนน่ารักมากกก,pos
ทำไม่ผู้หญิงต้องขี้งอน  และผู้ชายต้องขี้โกหกด้วยวะ,neg
ถ้ารู้ว่าเค้าไม่ชอบอะไร แล้วเราจะกลับไปทำในสิ่งที่เค้าไม่ชอบไหม,neg
ถ้าอยู่ด้วยกันแล้วรู้สึกว่าไม่เป็นตัวของตัวเอง แล้วจะอยู่ด้วยกันได้อีกนานไหม,neg
หนูคบกับแฟนมานาน แต่ดูเหมือนเรายังมีความลับต่อกัน จนป่านนี้หนูยังไม่เคยได้ยินเสียงตดเขาเลยค่ะ,neg
เพื่อนโทรมานอยด์ ทะเลาะกับเมีย เรื่อง ผัวเงี่ยน แต่เมียไม่เงี่ยน,neg
โดนคลุมถุงชนแล้วมารู้อีกทีว่าแฟนเป็นเกย์,neg
ผชที่เราชอบคนนึงไปชอบผชที่เราชอบอีกคนนึง,neg
การรอคอยมันอาจจะทรมาน แต่ผลของการรอเพื่อจะได้อยู่ด้วยกัน มันโคตรมีความสุขเลยนะ,pos
เรารอเขาอย่างไร้จุดหมาย,neg
เลิกกันแล้วแต่กลับมาทำว่าเหมือนยังคบกัน,neg
เลิกกันไปแล้วแต่ยังทำเป็นหมาหวงก้าง,neg
หมาหวงก้าง,neg
ชีวิตคู่ คือการที่เอาการใช้ชีวิตสองคนมารวมกัน ไม่ใช่ให้ใครคนใดคนหนึ่งเปลี่ยนไปใช้ชีวิตในแบบของอีกคน,neg
อย่าให้คนอื่นต้องมาทนอยู่กับความโลเลของตัวเองเลย มันเห็นแก่ตัว!!,neg
ความรักไม่ใช่การได้เจอคนที่ดีที่สุด แต่เป็นการได้เจอ คนที่พร้อมจะหยุดที่เรา ถึงแม้เค้าจะเจอคนที่ดีกว่า,pos
เราคุยกับคนนึงอยู่แต่ว่าเขาดูมีคนคุยหลายคนและใจโลเลมาก,neg
โลเล,neg
ความรักไม่ใช่การได้เจอคนที่ดีที่สุด แต่เป็นการได้เจอ คนที่พร้อมจะหยุดที่เรา ถึงแม้เค้าจะเจอคนที่ดีกว่า,pos
โทรไปหาก็บ่นหน่อยๆพอจะวางขอคาสายนะนางก็โว้ยใหญ่ แต่สุดท้ายก็ยอม,pos
เกลียดตัวเองที่ยังทนอยุ่กับอะไรที่ไม่ชอบ,neg
ทะเลาะกันครั้งไหนก็ไล่ให้ไป ในใจลึกเรารู้ว่าเทอไม่ได้อยากเสียเราไปหลอก แล้วทำไมเทอต้องไล่เราด้วยรึรู้ว่าไล่แค่ไหนเราก็ไม่ไป ถ้าวันหนึ่งเราสุดจริงๆเราคิดว่าเทอยุคนเดียวได้วันที่เราหมดห่วงวันนั้นแหละถึงเจ็บแค่ไหนเราก็จะทนเดินออกมาเอง ,neg
สิ่งที่ยากกว่าการรักกัน คือทำยังไงให้ทุกวัน ไม่รักกันน้อยไปกว่าเดิม,neg
มันยากมากนะเมื่อมีกันแล้วขอช่วยกันรักษาประคับประคองและดูแลกันไปในทุกๆวันที่ยังมีโอกาสนะ,neg
มันยากมากนะที่จะอยู่ด้วยกันไปตลอด,neg
มันยากมากนะที่จะอยู่ด้วยกันไปจนวันตาย,neg
แฟนบอกเราว่า อยู่ด้วยกันจนวันตายเลยนะ,pos
แฟนบอกเราว่าอยู่ด้วยกันจนแก่เลยนะ น่ารักอะ,pos
คบมานาน​ จนถึงเลเวลที่ว่าไม่ต้องใส่ใจมากสินะ,neg
ถ้าวันหนึ่งแต่งงานกัน...ก็ต้องอยู่ห่างไกลกัน ถ้าวันหนึ่งมีลูก...ก็ต้องเลี้ยงลูกเองคนเดียว งี้อ่ออ,neg
เบื่อเนาะ ไม่เคยฟังเอาความคิดตัวเองเป็นใหญ่,neg
คนที่เราชอบเสือกไม่ชอบเรา กลับคนทีชอบเรา​ เราก็เสือกไม่ชอบ,neg
เรื่องมันไม่ใด้เศร้าขนาดนั้น แต่พอพูดขึ้นมาทีไร น้ำตาไหลทุกที,neg
ปลงแล้วชีวิตคู่ เริ่มท้อแท้ หมดกำลังใจ,neg
หมดกำลังใจในชีวิตคู่,neg
ท้อแท้มากที่เจอแฟนแย่ๆแบบนี้,neg
การเป็นแฟนกัน ถ้าไม่ช่วยเหลือกันมันคงไม่มีความสุข บางทีการช่วยเหลือนั้น อาจจะต้องมีการให้กำลังใจกันด้วย ไม่ใช่ช่วยเหลือแล้วคิดจะหวังแค่ว่า ฉันต้องได้อะไรจากเธอ และทุกอย่างที่ฉันช่วยเธอ เธอต้องชดใช้ฉันกลับมาทุกอย่าง,neg
นอกจากความรักที่เหลืออยู่ ยังเหลืออะไรบ้างในชีวิตคู่,neg
ถ้าไม่มีอะใรปกปิดก็ควรจะทำให้เห็นไม่ใช่ทำให้สงสัย,neg
เวลาเธอหายไป รู้มั้ยเราเป็นห่วงมากแค่ไหน,neg
ใครไม่รักก็รักตัวเอง อย่าไปใส่ใจกับคนที่เห็นเราเป็นคนขั้นเวลา,neg
วันเกิดเรา แม้แต่เวลาเขายังไม่ให้เลย,neg
แฟนไม่ค่อยมีเวลาให้เลยเอาแต่ทำงาน,neg
ไม่มีเวลาให้,neg
เขาไม่ค่อยมีเวลาให้เรา,neg
เราไม่ค่อยมีเวลาให้เขา จนเขาต้องไปหาคนอื่นเป็นที่ระบาย,neg
เราก็เป็นได้แค่ที่ระบายให้เขา,neg
เราก็เป็นได้แค่ที่ปรึกษาให้เขา,neg
สุดท้ายเราก็เป็นหมา,neg
มาปรึกษาเราตลอด คุยกับเราตลอดเหมือนให้ความหวัง สุดท้ายก็หมา,neg
เขาชอบพูดให้ความหวังเราสุดท้ายก็เป็นแค่หมา,neg
ชอบให้ความหวังคนอื่นสุดท้ายก็ไป,neg
สรุปอิชั้นก็เป็นมาร ส่วนสามีเป็นเทวดา 5555 แต่ก็อยู่กันมากว่า 20 ปีล่ะ เหมือนกันมั่ง ต่างกันมั่ง สนุกดี,pos
ถ้าเขาอยากคุยกับเรา เราคงไม่ต้องพยายามอยู่ฝ่ายเดียว,neg
ทำไมต้องเป็นคนสุดท้ายที่รู้ทุกเรื่อง,neg
เราไม่จำเป็นต้องอธิบายตัวตนของเราให้ใครรู้หรอกถ้าเขาอยากรู้เดี๋ยวเขาก็ค้นพบเอง,neg
ไม่ได้เลิกรัก แค่อยู่จุดที่ควรอยู่,neg
"คนนึงร้อน อีกคน ต้องเย็น"" มันถึงจะอยู่ด้วยกันรอด",pos
คนที่เก็บความลับเยอะมากคือเขาไม่มีความเชื่อใจในตัวเรา,neg
คนที่โกหกเรื่องเล็ก ต่อไปเขาจะโกหกเรื่องใหญ่ๆกับเรา,neg
รู้สึกดีน้ะกับการใช้ชีวิตโสด เเต่บางทีมันก็เหงาอ่ะ,neg
ทุกข์​ที่สุดของคนเป็นเมีย... คือการมีผัวไม่รู้จักพอ,neg
คู่ชีวิตบางคู่ที้เลิกกันไม่ต้องหาเหตุหรอกทำไมถึงเลิกกัน ทั้งที่ก็ดูรักกันดี มันเป็นเรื่องของคนสองคน ที่บางเรื่องไม่สามารถพูดกับใครได้นะ,neg
ชีวิตคู่ไม่ได้แฮปปี้ทุกวัน ขอแค่ไม่ทอดทิ้งกันในวันที่ทุกข์ใจ,pos
ทุกข์ใจ,neg
รักต้องแลกด้วยรัก อย่าแลกด้วยชีวิต,neg
เคยเป็นป่ะ อยู่ก็ทะเลาะกัน ทั้งๆที เมื่อกี้ก็ยังหัวเราะกันอยู่เลย,neg
ของขวัญ anniver เซอร์ไพรส์ครบรอบ เหี้ยไรกูไม่เคยมีเลย ดีกว่าคนโสดนิดนึงคือไม่ต้องซื้อกินแค่นั้นเอง,neg
แฟนลืมวันครบรอบ,neg
เขาลืมวันครบรอบ,neg
แฟนชอบลืมวันครบรอบ,neg
เขาชอบลืมวันครบรอบ,neg
ลืมวันครบรอบ,neg
ไม่สนใจวันครบรอบ,neg
ไม่เคยมาหาในวันครบรอบ,neg
ไม่มีเวลาให้ทั้งๆที่เป็นวันครบรอบ,neg
ไม่มีเวลาให้,neg
ไม่มีเวลาให้ทั้งๆที่เป็นวันสำคัญ,neg
ไม่ค่อยมีเซอไพรส์,neg
แฟนไม่ค่อยมีเซอไพรส์ให้กันเลย,neg
ทะเลาะกันทั้งๆที่เมื่อกี้ยังยิ้มและมีความสุขให้กันอยู่เลย,neg
ชีวิตนี้ขออยู่เป็นโสดตลอดไป มีผัวเหี้ยๆไม่มีซะดีกว่า,neg
ถ้าเธอเอาแต่เมา แล้วจะให้เรายืนตรงไหน,neg
หน้าหี,neg
ผัวแม่งหน้าหี,neg
แม่งงงงงง,neg
แม่ง,neg
ขาดความอบอุ่น,neg
ตายย,neg
ตายห่าาา,neg
ชั้นต้องสูญเสียการเป็นตัวเองไปมากเท่าไหร่แล้ว กับคำว่าชีวิตคู่,neg
ถ้าจะหาเรื่องทะเลาะ แค่กูหายใจกูก็ผิดแล้วดิ,neg
ความสัมพันธ์ มันรักษาคนเดียวไม่ได้ ถ้าคนนึงพยายามรักษา แต่อีกคนพยายามทำลาย มันจะไปกันรอดได้ยังไง,neg
ฉันดีพอให้เทอรักรึป่าว,neg
"มื่อ""เงิน""คือปัญหาในชีวิตคู่ ควรเดินต่อหรือหยุดดี ??? อยากลองอยู่คนเดียว ทำงานคนเดียวใช้เงินตัวเอง..คนเดียวบ้าง",neg
ประสบการณ์จากคนใกล้ตัวจะสอนให้เรารู้ว่าการอยู่เเบบไหน การตอบโต้เเบบไหน การใช้ชีวิตเเบบไหนทำให้สุขด้วยกันทั้งสองฝ่าย ถ้าไม่เห็นความสำคัญของคนใกล้ตัวต่อไปก็จะไม่เหลือใคร,neg
ทำไมรู้สึกว่ามองไม่เห็นอนาคตสักที เมื่อไหร่จะเริ่มสร้างสักที,neg
ชีวิตคู่ ไม่ได้มีแค่เรานะ มีทั้งครอบครัวเทอ และ ครอบครัวฉัน,neg
ความไม่เข้าใจภาษา บางทีก็ดี บางทีก็น่าเบื่อ,neg
บางที ผ ก็พยายามสื่อสารกะพนักงานชาวไทย คือเค้าไม่เข้าใจภาษากันหรอกแต่พนักงานเค้าก็ยิ้มๆอือออ ผ นี่ก็นึกว่าเค้าเข้าใจ  แล้วมันพลาดมาหลายทีละ ดีที่ไม่ใช่เรื่องร้ายแรงอะไร แต่บางทีก็ชวนหงุดหงิดไง,neg
ผู้หญิงสมัยนี้ โสดบางที มีความสุขกว่าไม่โสดมาก เพราะถ้ามีแล้ว เป็นภาระชีวิตกะจิตใจ จะรู้ว่านรกมีจริง บางคนก็สักแต่จะหาคู่ แต่ไม่พัฒนาหรือเรียนรู้อะไร ถึงเวลาก็โบกมือ เหลือแต่บาดแผลให้ทิ่มแทงชีวิต จะสงสารหรือก็ไม่นะ เลือกเองนิ,neg
ทำไมต้องเอาเรื่องในครอบครัวมาประจานให้คนนอกรู้วะ ไม่อายกันบ้างหรอวะ,neg
ถึงผมจะรักคุณแค่ไหน สุดท้ายแล้วคุณก็ไปจากผม,neg
เมื่อก่อนคนอื่นอิจฉา เด่วนี้ต้องอิจฉาคนอื่น,neg
อิจฉาาา,neg
อิจฉาเพื่อนจังที่ได้แฟนดีดี,neg
ทำไมเราไม่ได้แฟนดีดีแบบเพื่อนอะ อิจฉาจังง,neg
อิจฉาจัง,neg
น้อยใจไม่จำเป็นต้องบอก เพราะคนที่ดูออกคือคนที่ใส่ใจ,neg
แฟนขี้น้อยใจ,neg
น้อยใจ,neg
แฟนขี้น้อยใจมากกก,neg
เราน้อยใจแฟนมากเลย สนใจเพื่อนมากกว่าเรา,neg
เราน้อยใจแฟนมากๆ เพราะเขาไม่ค่อยใส่ใจเลย,neg
น้อยใจแฟน,neg
น้อยใจเขา,neg
เธอเข้าใจความรู้สึกทุกคน ยกเว้นความรู้สึกเรา,neg
เขาไม่เข้าใจความรู้สึกเราเลย,neg
ไม่เข้าใจความรู้สึกเรา,neg
สนใจแต่ความรู้สึกคนอื่น,neg
ไม่เข้าใจครส,neg
แฟนติดเพื่อน,neg
แฟนติดเพื่อนมากจนไม่ค่อยสนใจเราเลย,neg
แฟนติดมือถือ,neg
แฟนติดมือถือมากจนไม่ค่อยแคร์เราเลย,neg
แฟนติดโทรศัพท์,neg
แฟนติดโทรศัพท์มากจนไม่สนใจเราเลย,neg
แฟนติดเกม,neg
แฟนติดเกมส์,neg
แฟนติดเกมมากกกก,neg
แฟนติดเกมส์มากกก,neg
ไม่ค่อยสนใจเราเลยยย,neg
ไม่ค่อยสนใจเราเบยยย,neg
ชีวิตคู่แม่งถ้าไม่มีความอดทนจริง กุว่าไม่รอด ต้องมาค่อยนั่งแคร์ความรู้สึกกันอยู่ตลอด บ้างคู่ดีแม่งก็ดีไป แต่กุว่ากุควรอยู่คนเดียว,neg
ขอให้มารับถ้าเสร็จงานประมาณ 4-5 โมง เพราะอยู่ใกล้ที่ทำงานเรา แต่เขาเลือกที่จะกลับไปทันที เราแค่เลือกรักคนที่เขาไม่พร้อมดูแลเราก็เท่านั้นเอง,neg
เคยเป็นปะ แบบต้องเวลาโสดแล้วไปมีแฟนมันรู้สึกอยากกลับมาโสดอีกครั้ง,neg
แฟนแม่งเหี้ย,neg
แฟนเลวว,neg
ผัวชั่ว,neg
ผัวเลว,neg
ผัวเหี้ย,neg
ผัวจังไร,neg
เมียเลว,neg
เมียชั่ว,neg
เมียเหี้ย,neg
เมียจังไร,neg
แฟนชั่ว,neg
แฟนแม่งไปเอาเพื่อนสนิทเรา,neg
ผัวแม่งไปเอาเพื่อนสนิทเรา,neg
ผัวเราไปเอาหลานเรา,neg
ผัวเราไปเย็ด,neg
เมียไปเอากับคนอื่น แล้วเสือกท้อง,neg
เมียไปเที่ยวกับคนอื่นน,neg
ผัวชอบเที่ยวกลางคืนมากไม่ไว้ใจเลย,neg
แฟนชอบไปเที่ยวกลางคืนบ่อยๆ,neg
แฟนชอบเช็คเรทติ้งตัวเองง หาสาวเยอะๆ,neg
คนที่ไม่มีความซื่อสัตย์แม้กระทั่งกับครอบครัวก็ไม่สมควรได้รับความซื่อสัตย์จากใครๆ,neg
แฟนเราซื่อสัตย์มากเลยไม่เคยสนใจคนอื่นเลย,pos
แฟนเราก็น่ารักมาก พอมีคนมาจีบก็บอกว่า มีเมียแล้วเมียดุมากก,pos
แฟนเรานี่คือดีที่สุดแล้ววอะะ รักเลย,pos
เคยคิดอยากมีทริปกับแฟนแบบไปทะเล ไปเที่ยวเกาะด้วยกัน ซึ่งมันไม่เคยเกิดขึ้น ไปคนเดียว มองคู่คนเขาจับมือเดินกัน หยอกล้อเดินจับมือริมชายหาด ได้แต่มองแล้วยิ้มยินดีกับเขาทั้งสอง แค่นั้น,neg
ไม่มีอะไรแน่นอน ขนาดละครยังมีตอนต่อไป คนเราก้อเหมือนกัน,neg
เราจะไปกันรอดหรอ,neg
โอโฮ  คือถ้ากูเป้นผู้หญิงถึงจะเหี้ยยังงัยขนาดนี้มันก้ไม่เหมือนเดิมแล้ว สงสารแต่ลูกอะน่ะ ตั้งสามคนชีวิตคู่ ถ้าระแวง ถ้าไม่ไว้ใจ ต่อให้ไม่ได้ทำอะไร ก็ไปกันไม่ได้ ,neg
ความไม่มีผัวเป็นลาภอันประเสริฐ,neg
หาคนคุยแบบไม่หายไปได้ไหม,neg
คงเป็นอีก 1 ปีแล้วสินะที่ต้องลอยกระทงคนเดียว ,neg
บางคู่เเต่งงานมีลูกมีครอบครัวยังเลิกกันได้ บางคู่แก่เฒ่าชราลงก็ยังเลิกกันได้ ชีวิตคู่นี่เอาไรมากไม่ได้จริงๆ,neg
อยู่ดีๆก็ร้องไห้เคยเป็นมั้ย,neg
ชีวิตนี้ถ้าไม่ได้อยู่กับสามีคนนี้เราคงเฉามากๆ ขอบคุณที่รักเรา ขอบคุณที่สอนให้เราโตขึ้น และสอนว่าการให้อภัยคือแก่นสำคัญของชีวิตคู่ เคยได้ยินว่าโชคดียิ่งกว่าถูกหวยคือได้สามีดี. วันนี้เรารู้ซึ้งถึงประโยคนี้แล้วละคะ,pos
ก่อนจะไปไหนคำพุดนิไม่อยากไปเลยไปแป๊บเดียว3-4ทุ่มกับห่วงหนู เวลาบอกไปไหนต่อบอกก่อนนะรับปากอย่างดีตั้งแต่อยุ่บ้านยันทักไปเตือนจนพอทักใหม่เปลี่ยนที่ละไม่เคยจะทีจะทักกับมาบอกเห้อออออออออปันหาที่เป็นประจำและบ่งบอกถึงความสำคัญอย่างหนึ่งเหมือนกันคนรอห่วงคนเที่ยวสบายใจ,neg
ไม่เป็นไรนะตัวกู อย่าร้องไห้ เค้าจะว่าเราสำออย,neg
เราสามารถใช้ชีวิตคู่ กับคนที่ไม่ได้รัก ได้จริงๆเหรอ,neg
อย่าเพิ่งไป อยู่กับผมก่อน,neg
มันก็แค่ความพยายามของเราไม่เท่ากัน,neg
คุณดูชิลไปนะ หาความจริงจังในชีวิตไม่ได้สักอย่าง นี่คือความเสมอต้นเสมอปลายของคุณสินะ,neg
ชอบผช.ที่มีอนาคตมากกว่าคบไปวันๆ,neg
อยากสร้างอนาคตไปด้วยกัน..... ไม่ใช่สร้างแต่ปันหาให้กัน,neg
ถ้าฟังคนในบ้าน เหมือนฟังคนนอกบ้านก็คงจะดี,neg
ผมยังต้องการคุณนะ,neg
เรายังต้องการเขาอยู่,neg
เรายังรักเขาอยู่,neg
หนูยังต้องการเขาอยู่,neg
หนูยังรักเขาอยู่,neg
เรายังรอเขาอยู่,neg
หนูยังรอเขาอยู่,neg
เรายังอยากรอเขาอยู่แม้เขาจะมีคนใหม่,neg
ถึงเขาจะมีคนใหม่เราก็จะรักเขาไปตลอด,neg
ผมดีใจนะที่ครั้งหนึ่งเราสองคนเคยมีความรู้สึกดีๆต่อกัน ถึงแม้ตอนนี้คุณอาจจะไม่มีความรู้สึกนั้นให้ผมแล้วก็ตาม,neg
ความรักที่เราให้คุณไป ถ้าคุณไม่ต้องการมันก็เอาคืนมาเถอะ,neg
จะร้องไห้แล้วนะเว่ย ทนไม่ไหวแล้วอ่ะ,neg
ถ้าคิดว่ามันไม่ไหวแล้วจริง ๆ ก็ต้องยอมปล่อยมือนะ,neg
อะไรที่ทำแล้วมีความสุข ฉันจะทำ แต่จะไม่หวนกลับไปใช้ชีวิตแบบเดิมอีก,neg
เรามันกะไม่สำคัญอะไรกับใครอยู่แล้วต่อให้เราทำกีแค่ไหนเราก็ไม่มีวันที่จะชนะใจคนคนนั้นได้ถึงเราจะรักเขาแต่เขาอาจจะไม่รักเราคนเรามันอ่านใจกันไม่ได้ที่อย่างต้องใช้กาลเวลาหรือระยะเวลาถ้าคนที่เรารักเปลี่ยนไปมันจะทำให่เราสฃสัยว่าคนที่เรารักจะแอบคุยกะคนอื่นไม่รักเรา,neg
ถ้าคุณคิดว่าการเลิกกับแฟนมันอยากแล้ว การตัดสินใจจบชีวิตคู่นั้นมันยากกว่าอีก 😢 ต่อให้คิดว่าอยากจะจบมันแค่ไหน แต่สิ่งที่ตามมามันมากมายเหลือเกิน สุดท้ายก็ต้องยอมทนวนลูปกลับไปแบบเดิม,neg
โตแล้ว กูก็ไม่อยากจะคบๆ เลิกๆ ไหมวะ พอเข้าชีวิตวัยทำงานแม่งไม่ค่อยอินกับการ หาแฟนแล้วอะ มันต้องถึงเวลาสร้างอนาคตแล้ว,neg
ถ้าเรามีค่ามากพอ เดี๋ยวก็มีคนเข้ามาเองแหละ,neg
อยากพูดว่า รักเธอ แม้เธอจะไม่ได้ยินก็ตาม,neg
ใจเธอมอบให้เค้า ใจเรามอบให้เธอ,neg
ผิดที่ไว้ใจเธอมากเกินไปใช่มั้ย ทำไมหลอกเราได้ลง,neg
ไม่รักก็พูดมาตรงๆเหอะ เหนื่อยแล้วเหมือนกัน,neg
ถ้าวันนึงเธอไปเจอคนที่ดีกว่าฉัน เธอจะเปลี่ยนใจมั้ย,neg
จะรักไปทำไม ถ้าสุดท้ายต้องจากกัน,neg
ฉันทำอะไรก็ไม่เคยดีในสายตาเธอเลย,neg
ทำอะไรก็ผิดไปหมดทุกอย่าง ไม่เคยจะทำอะไรถูกใจเธอเลย,neg
เลิฟสำหรับคนอื่นแปลว่ารัก แต่รักสำหรับฉันแปลว่าเธอ,pos
คิดจะพักคิดถึงเราได้นะ,pos
ในใจไม่เคยคิดถึงเรื่องรักๆใคร่ๆเลย จนมีเธอเข้ามา,pos
หัวใจดวงนี้ไม่เคยมีใครอื่น มีแต่เธอคนเดียวเลยนะ,pos
กูไม่ใช่ที่รองรับอารมณ์ของมึงนะโว้ย กูเป็นแฟนมึง!,neg
มีแฟนอยู่ดีๆ แฟนกลายเป็นไอเหี้ยซะงั้น,neg
แกล้งอยู่ได้ ชอบเราหรือไง,neg
รำคานอะ ตามตื๊ออยู่ได้ บอกว่าไม่ชอบๆๆๆๆๆๆๆก็ยังจะตื๊ออยู่นั่นแหละ ไอเวน,neg
ปวดใจจริงๆเมื่อเห็นเธออยู่กับเค้า,neg
อะไรๆก็เค้า แล้วเราล่ะ เธอลืมไปแล้วเหรอ,neg
เค้ามันที่หนึ่ง ไอเราก็เป็นได้แค่ที่สอง,neg
ถ้ามีความรักแล้วชีวิตมันต่ำลงอะ จะมีไปทำไมวะ,neg
ขอให้เธอกับเค้าเลิกกันเร็วๆ,neg
มีความสุขมากมั้ย ที่แย่งคนรักของคนอื่นไปได้อะ,neg
ความรักเฮงซวยจนไม่อยากมีความรักอีกแล้ว,neg
ไม่ว่าเราจะทะเลาะกันกี่ครั้ง ทำไมเธอถึงให้ฉันเป็นคนผิดตลอดเลยล่ะ,neg
คนรอก็ท้อเป็นนะ,neg
ความรักอะมันไม่มีทางเท่ากันหรอก,neg
อย่าไปคาดหวังอะไรกับคำว่ารักเลย มันก็แค่คำลวงโลก,neg
เธอมาส่งฉันที่บ้าน แล้วเธอก็ไปหาเค้าต่อ ทั้งๆที่เราเป็นแฟนเธอแท้ๆ,neg
แค่มีกูคนเดียวอะ มันยากมากเหรอวะ,neg
อ่อยแฟนชาวบ้านเค้าไปทั่ว มึงเป็นไรมากปะอิเหี้ย,neg
ทำไมเธอถึงชอบมองผู้หญิงคนอื่นตอนที่เธอเดินกับเรา,neg
ถ้าเรามองคนอื่นต่อหน้าเธอบ้าง เธอจะชอบมั้ย,neg
หึงเราบ้างมั้ยเวลามีคนมาคุยกับเรา เธอรักเราบ้างมั้ย,neg
ถ้าใจเธอเลือกเค้าอะ เธอก็ไปเหอะอย่ามาทนฝืนกับคนอย่างฉันเลย,neg
ถ้าได้มีแฟน สัญญาเลยว่าจะดูแลให้ดีที่สุด,pos
หากรู้ว่าต้องมีสักวันที่เลิกลากัน จะไม่รักจนหมดใจ,neg
แค่ได้อยู่กับคุณ มันก็ดีมากๆแล้ว,neg
ฉันไม่ได้อยากรักเธอ เพื่อให้มาเลิกกับเธอหรอกนะ,neg
ฉันจะใช้ชีวิตแบบไม่มีเธออย่างมีความสุข และจะไม่ยึดติดอีกต่อไป,pos
การห้ามใจไม่ให้รักหมดใจนี่ยากจริงๆ,neg
ทำไมเขาต้องมาตื้อเยอะๆ น่ารำคาญ,neg
มันคงมีอะใรหลายๆ อย่างที่ไปด้วยกันไม่ได้ พอถึงวันนึง มันจะเบื่อ จะไม่มีความสุข. ก็ต้องจากกันไป.เหลือ แต่ความทรงจำดีๆที่เก็บเอาใว้. ผมจะรอวันนั้น ที่มาถึง ผมรู้จักความรู้สึกนี้ดี  ความเหนื่อย ความลำบาก ใช่ไม่ได้กับทุกคนที่เข้ามาในชีวิต,neg
รัก,pos
รักเขา,pos
รักมากๆๆ,pos
ชอบมาก,pos
มีใจให้เขาเลย,pos
เขาคือที่สุดของหัวใจแล้ว,pos
เคยไหมคิดคนเด่ว. ร้องคนเด่ว หายเองคนเด่ว แร้วจะมีไปทำไม,neg
พยายามประคับประคอง เหนื่อยขนาดไหนไม่มีบ่น ยังไม่ดีอีก,neg
มีอะไรไม่พูด เงียบคือดีหรอ,neg
ขอบคุณที่อยู่ในทุกช่วงเวลาของชีวิต,pos
เวลาที่เราเหนี่อยก็อยากมีใครให้กำลังใจ เวลาเราอยู่ในอาการเสียใจกับสิ่งที่เกิดขึ้นเร็วไม่ทันตั้งตัว อยากมีคนคอยซับน้ำตาคอยปลอบใจ แต่คงไม่มีล่ะเนาะ ,neg
มันหน่วงไปหมดชีวิตคู่ ทำไมมันยากจัง,neg
มีแฟนยังไงให้มีความสุขครับ,neg
กลัวว่าเขาจะลืมเรา,neg
เขาลืมเรื่องราวดีดีของเราแล้วหรอ,neg
ไม่ผิดที่เราแคร์ความรู้สึกเขา แต่ผิดที่เราลืมรักตัวเอง,neg
ก่อนแต่งก็แคร์เขานะ แต่ หลังแต่งแคร์เขามากกว่าอีก,pos
ชีวิตหลังแต่งงาน ไม่เหมื่อนอย่างที่คิดไว้เลย,neg
เมื่อก่อนก็ไม่เข้าใจหรอกนะ ว่าทำไมพ่อแม่ถึงเลิกกันไม่อยู่ด้วยกัน พอตอนนี้มีครอบครัวแล้ว ถึงเข้าใจว่าคนเราเลิกกันเพราะอะไรรักคำเดียวไม่พอชีวิตคู่ไม่ใช่เรื่องของคนสองคน รักเท่าไหร่ก็ยังไม่พอ,neg
รักคงยังไม่พอ,neg
เราคงรักเขาไม่พอ,neg
เราครักเขาไม่พอใช่มั้ยเขาถึงไป,neg
เขาไปแล้ว,neg
เขาไปจากเราแล้ว,neg
เขาไปแล้วไม่กลับมาใช่มั้ย,neg
เขาจะไปแล้วไม่กลับมาอีกใช่มั้ย,neg
เขาคงไม่รักเราแล้วใช่มั้ย,neg
เขาไม่รักเราแล้วใช่มั้ย,neg
รักของเรามันต่างกันเนอะ เขาถึงไป,neg
