texts,tags
พี่คนนี้ตายเพราะโดนแบตเตอร์เลี่ยน(ใช่รึเปล่า)ไถผมแล้วมันเก่าจนมีสนิมขึ้น และเกิดบาดทะยักลุกลามจนตาย เด็กผู้ชายน่าจะสะเทือนใจอันนี้ที่สุดแล้ว ,neg
เราอยู่ปีสี่ เรากำลังทำโปรเจ็คเกี่ยวกับความพึงพอใจในโรงเรียนของเด็กมัธยม มันตลกมากเว้ยที่งานวิจัยในไทยไม่มีงานไหนเลยที่ทำตรงๆว่าปัจจัยไหนกันแน่ที่มันแย่ ควรแก้ ควรปรับ ตอนนี้กำลังทำอยู่ ในอนาคตอาจจะต้องขอความช่วยเหลือน้องๆหน่อยนะ เรามาหาทางแก้ปัญหานี้กัน,pos
"เกลียดสุดเวลาครู,อาจารย์สั่งงาน,การบ้าน,อะไรก็ตามช่วงใกล้สอบหรือสั่งเยอะๆใกล้ๆกัน คือจะบอกว่าไม่ได้เรียนกับอาจารย์คนเดียวไง มีวิชาอื่น,ตัวอื่นด้วย",neg
เข้าใจว่าคือกฎระเบียบนะ​ เหตุผลที่ไว้ไม่จำเป็นต้องรักสวยรักงาม​ แต่มันดันมีพวกปยอที่มาล้อปมด้อยคนอื่น​ การที่หาอะไรมาปิดปมด้อยถือเป็นสิ่งผิดหรอ​ แล้วกฎบ้าบออะไร​ งงจริงๆนะ​ มันไม่เกี่ยวกับผลการเรียนว่าเด็กจะโง่หรือฉลาด​เลยเรื่องผมม้าเนี่ย​ ถึงกับต้อง ติดมผหรอ,neg
ติด มผ อะทำไงดี,neg
ต้องแก้ มผ อีกละ เบื่อ,neg
ทำไมต้องติด มผ ด้วยวะ,neg
ติดแล้วววโว้ยยยยยยยยย เย้ๆๆๆๆๆๆ,pos
ดีใจชิบหายยยยย สอบบติดดด,pos
สอบบกลางภาคเสร็จแล้ววโว้ยยยยย,pos
สอบปลายภาคเสร็จแล้วโว้ยยยยยย,pos
สอบเสร็จแล้วโว้ยยย โล่งชิบหายยยย,pos
ผมว่าการเรียนโคตรสำคัญเลยมันเป็นตัวชี้วัดว่าเราจะไปทำอะไรในอนาคต,pos
อยากไปเรียนต่างประเทศจะได้ประสบการณ์ใหม่,pos
อยากไปเรียน ตปท จะได้ได้ความรู้ใหม่,pos
เย้ๆๆๆ ได้ไปเรียนต่อที่อเมริกา,pos
เย้ๆๆๆ ได้ไปเรียนต่อต่างประเทศ,pos
ได้ทุนเรียนโทแล้ววโว้ยยย,pos
ได้ทุนไปเรียนต่างประเทศโว้ยยยย โคตรดีอะ,pos
ได้ทุกเรียนต่ออแล้ว เย้ๆๆๆๆๆ,pos
ไปเรียนที่ต่างประเทศดีจะตาย สนุกด้วย ได้เพื่อนใหม่เต็มเลย ได้ภาษาด้วย,pos
เรียนภาษาอังกฤษสนุกมากกก,pos
เรียนภาษาที่ 3 น่าสนุกดีจัง,pos
ทุนเรียนต่อญี่ปุ่นของ สจล. ดีมากเลยไม่ต้องเสียค่าใช้จ่ายอะไรเลย,pos
ได้ไปฝึกงานญี่ปุ่นด้วยยย ดีใจจจ,pos
ได้ไปฝึกงานต่างประเทศแล้วว เย้ๆๆๆ,pos
ได้ทุนไปฝึกงาน ตปท แล้ววว เย้ๆๆๆๆ,pos
ทุนเรียนต่อโท เอก ของจุฬาดีมากเลย มีที่พัก ค่าใช้จ่ายก็ฟรี,pos
ทุนต่อโท เอก ญี่ปุ่นนี่เยอะมากกกกก ดีจังง,pos
อยากไปเรียนต่อโท ญี่ปุ่นประเทศเขาดีมากก แล้วด้านการเรียนก็ดี,pos
ไม่ได้ทุนเรียนต่ออะทำไงดี,neg
อดไปฝึกงานต่างประเทศเลย,neg
อดไปเรียนต่อต่างประเทศเลย,neg
อดไปฝึกงาน ตปท เลย,neg
อดไปเรียนต่อ ตปท เลย,neg
อดไปเรียนต่อที่ญี่ปุ่นเลยย,neg
ไม่อยากไปเรียนต่อต่างประเทศเลย มันไกล,neg
ไม่อยากไปฝึกงาน ตปท เลย ดูเหนื่อย,neg
กูไม่อยากไปเรียนต่อ พ่อแม่บังคับอยู่ได้,neg
อาจารย์แม่งเร้าหรือกูชิบหาย จะไปไปฝึกงานตามที่อาจารย์อยากให้ไปอยู่ได้,neg
ได้เรียนในสิ่งที่ไม่ชอบอะ น่าเบื่อมากเลย,neg
ผมว่าผมไม่เหมาะกับการเรียนมหาลัย,neg
ทำไมเราต้องมาเรียนสิ่งที่เราจะไม่ได้ใช้ในอนาคตด้วย,neg
นึกถึงวิชางานบ้านอ่ะมันคือการใช้ในชีวิตประจำวันของตัวเองจริงๆการจัดการงานในบ้าน เด็กทุกวันนี้ตื่นมาจับโทรศัพท์ก่อนเลย,neg
ย่าคิดว่าการได้เกรด4ทุกวิชาจะง่ายขนาดนั้นเลยหรอคะ?????,neg
โดนครูบอกว่าให้ลาออกจากโรงเรียนเพราะติด0ติดร. ทำไมอคติกับเราจังเราไม่ได้อยากติด แต่เพราะสังคมในโรงเรียนทำให้เราไม่อยากมาโรงเรียน ทำให้เราไม่อยากจะทำงาน มันไม่ใช่ข้ออ้างอะแต่สังคมแย่ๆแบบนี้โดนครูไม่ชอบโดนครูเกลียด ใครอยากจะมาโรงเรียน,neg
ไม่ชอบตรรกะหนึ่งของอาจารย์คือเค้าคิดว่าเด็กที่อยู่ห้องคิงอ่ะจะต้องเข้าสายวิทย์-คณิต​ แล้วแบบมาบังคับให้เด็กห้องคิงเรียน​ คณิตเพิ่ม​ วิทย์เพิ่ม​อะไรแบบนี้อ่ะ คือเด็กบางคนเค้าก็ไม่ได้อยากเข้าสาย​ วิทย์-คณิต​หรอกอาจารย์​ อาจารย์คิดไปเองอ่ะ,neg
มีอาจารย์คนนึงที่เวลาพูดอไรต้องเอาสิ่งที่แกพูดมาหาร 1000000 ให้หมด พูดอะไรเชื่อถือไม่ได้สักอย่าง น่าเบื่อสัสๆ,neg
เปิดเทอมสองมานี่แบบ...อห.กูอยู่ม.2หรือม.4อะ โครงงานเยอะมาก เยอะจนจำกลุ่มสลับกันละเด้อ เอาจริงๆนับๆดูแล้วเรียนแค่18week เอง แต่การบ้านคือสั่งโถมหัวกูมากจ้า หลับเกือบตี1มาหลายวันละหนาอาจารย์ จะไม่ให้เด็กพักผ่อนบ้างเหรอคะครูเอาจริง…,neg
นอนตี1 ตื่น6โมงเช้า -นอน5ชม.ละ หนักกว่านั้นคือเรียนภาคบ่าย มันจะเริ่มง่วงๆแล้ว บางวันเรียนคำนวณภาคบ่ายด้วยไง ถ้าง่วงก็คือสมาธิกูไม่มีละ เริ่มไม่รู้เรื่องละครูพูดไร ละโฟกัสกับสิ่งที่ครูสอน โฟกัสกับโปรเจคเตอร์ไม่ได้เลย,neg
เพื่อนนี่ตั้งใจเรียนมากอ่านมาด้วยกันติวก็แบ่งกัน เพื่อนใจดีมาก แต่เกรดเพื่อนน้อยกว่าคนที่เกาะงานกลุ่มแล้วไม่ต้องทำอะไรค่ะ อีนั่นโพสไม่เสียดายที่รอเกรด เพื่อนกูหงอยแดกเป็นท้อ พวกเห็นแก่ตัว,neg
เพื่อบางคนแม่งไม่ทำห่าอะไรเลย ทำโปรเจคด้วยกันพอเกรดออกเสือกได้เยอะ แล้วยังมาบอกคนอื่นว่าตัวเองทำเห็นแก่ตัวชิบหาย,neg
เห็นแก่ตัวสัสๆ,neg
ทำไมคนบางคนไม่ทำอะไรเลยถึงได้เกรดดีวะ,neg
งานก็ไม่ทำ ช่วยก็ไม่ช่วยยังจะเรียกร้องคะแนนอีกหรอ,neg
หนังสือไม่อ่านเองไม่แปลกหรอกที่จะติดโปร,neg
พูดมาก็เยอะนะเรื่องระบบการศึกษา ไหนอ่ะการเปลี่ยนแปลง เขาบ่นกันทั้งประเทศมัวทำอะไรอยู่ ที่เห็นก็มีแต่เพิ่มวิชาเรียนวิชาขยะ ทำอย่างกะพวกกูเป็น เมมการ์ดเลยเห็นใจหน่อยเถอะ,neg
มีประเทศไหนเขาเรียนกันแบบนี้มั้ย? บุคคลากรแบบนี้ ระบบเรียนแบบนี้ วิชาขยะแบบนี้ แล้ววันหยุดก็เรียนพิเศษทั้งวัน หลังเลิกเรียนก็เรียนอีก แล้วใครเขาจะเอาเวลาไปหาสิ่งที่ทำแล้วมันรู้สึกใช่บ้างคะ,neg
คือเป้าหมายหลักๆที่เราเห็นมีแต่หมอกับวิศวะเป็นส่วนใหญ่เลย มันปกติเหรอคะ บนโลกใบนี้ประเทศอื่นที่เขาเจริญกว่ามันไม่ได้เป็นแบบนี้เลยนะคะ,neg
ครูสอนให้ใช้กระดาษให้ประหยัดๆใช้เทคโนโลยีให้เกิดประโยชน์ แต่ครูสั่งงานปริ้นแทนที่จะใช้เทคโนโลยีให้เกิดประโยชน์ส่งผ่านอินเทอร์เน็ตไรงี้มันมีประโยชน์มากกว่า ไม่ต้องเปลืองกระดาษคนงานจะได้ไม่ต้องตัดต้นไม้โลกน่าอยู่ขึ้น ลดโลกร้อนอีกด้วย,neg
"ครูบอกว่า ""โรงเรียนเป็นเสมือนสังคมจำลอง"" แต่สังคมจำลองนั้นก็คือสังคมคุกจำลอง",neg
"โตมากับคำว่า ""ถึงได้โง่แบบนี้ไง""",neg
เด็กฝึกงานคนหนึ่งต้องถูกไล่ไปฝึกงานพร้อมรุ่นน้องเพียงเพราะความขัดแย้งส่วนตัวของคนที่ดูแลน้องคนนั้น ทั้งที่น้องคนนั้นก็ไม่ได้ทำผิดกฏอะไรในที่ทำงานเลยนะ ทำไมอาจารย์ไม่ให้ฝึกต่อ ทำไมต้องไล่น้องคนนั้นไปฝึกเทอมสอง คือสรุปว่าน้องจบไม่ทันเพื่อนอ่ะ แย่มาก,neg
ขนาดครูยังต้องแบ่งกันสอนตามวิชาที่ถนัดเลย แล้วทำไมเราต้องมาเรียนวันละ 8-9 วิชา เพื่ออะไรทำไมไม่ให้เราได้เรียนในสิ่งที่ชอบ ทำไมต้องให้การบ้านเราวันละหลายวิชาแล้วจบที่แม่งนั่งลอกกันหลังโรงเรียน ทำไมไม่สอนให้เด็กรู้จักสังคม ให้มากกว่าการเป็นเด็กซื่อๆ ที่แม่งไม่ทันคน,neg
ฉันถูกครูบางคนบอกว่าฉันโง่เพียงเพราะฉันสอบได้คะแนนน้อยกว่าเพื่อน,neg
กูเป็นเด็กที่ครูทุกคนอคติอะเพราะเเค่กูตอบโต้กลับทุกคนมันมีเหตุผลของตัวเอง ครูเป็นคนที่ให้คำปรึกษาไม่ใช่ทำสันดารแบบนี้กับเด็ก,neg
งงกับครูบางคน เขานิยามคำว่าห้องคิงกันยังไง? สอนไม่ถึง 5 นาที หันมาถาม โจทย์นี้ตอบอะไร พอตอบไม่ได้ก็เริ่มละ 'ไหนเขาว่ากันว่าเด็กห้องนี้เก่ง ทำไมไม่มีใครตอบได้เลยล่ะ' เดี๋ยวนะคือฉันเรียนห้องนี้ฉันต้องเก่งตั้งแต่ออกจากท้องแม่เลยหรอ? ที่ฉันเลือกห้องนี้เพราะฉันอยากเก่ง,neg
ลูกรักเท่านั้นหรอ ที่ควรได้เกรด 4,neg
มีเพื่อนคนนึงชอบไม่สนิทกับอาจารย์คนนู้นคนนี้แล้วเกรดก็ออกมาดีทุกวิชา ทั้งๆที่เรียนไม่ได้เก่งเลย,neg
เด็กแค่มีความสามารถต่างกันผิดตรงๆหนวะ,neg
ดีจังที่เลือกคณะนี้มันตรงกับสิ่งที่เราชอบเลย,pos
ยกตัวอย่างกฎห่วยๆของโรงเรียนเราคือ บังคับให้ใช้กระเป๋าเป้ของโรงเรียนเท่านั้น!!!คือคุณภาพห่วยแตกมากกูใช่ไม่ถึงเทอมกระเป๋าทะลุแล้วอิเวน กูก็ไม่ได้ใช้หยาบเลยเว้ย ถ้าอีกระเป๋ามึงจะบางขนาดนี้ไปเกิดเป็นทิชชู่เถอะ ทำตัวให้มันเหมาะสมกับราคามึงหน่อยอิเวน 300กูลอยไปทุกเทอม,neg
ทำไมพ่อแม่ต้องมาตีกรอบให้เราเรียนอะไรด้วย,neg
ทำไมทุกคนต้องมาสั่งให้เราทำอะไร เรียนอะไรด้วย มันน่าเบื่อมากๆ,neg
ทำไมฉันต้องร้องไห้ทุกวันที่ต้องไปโรงเรียนด้วยน,neg
ถูกเปรียบเทียบ ถูกเยาะเย้ย เพราะเกรดตก,neg
เคยเจอมาเหมือนกัน มีอ.คนนึงชอบด่านักศึกษาเพื่อให้ตัวเองดูดี ดูเก่งขึ้น แบบด่ากลางห้องเลยเธอ เเล้วก็พูดประมาณว่าเสร็จแล้วอยู่รอพบอ.ก่อน แต่พอเพื่อนออกจากห้องแล้วพูดดีด้วย ลูกอย่างงั้นลูกอย่างงี้ ถถถถถถ สมเพช,neg
ตั้งแต่เล็กจนโตกับสังคมหรือเพื่อนโดนล้อแกล้งแค่ตอนประถมจนถึงม.1แค่นั้นที่เหลือเจอเล็กๆน้อยๆก็ไม่ได้สนใจ แต่แบบสิ่งที่ชั้นเจอแล้วรส.แย่คือชั้นถูกคนในบ้านคอยหัวเราะคิ้กค้าก ด่าทอ บนโต๊ะกินข้าว ในรถ ต่อหน้าคนอื่นเยอะมาก แม่งแบบ..,neg
มันจะมีคนประเภทหนึ่งที่ชอบเหยียดคนที่เรียนโง่กว่าตัวเอง เวลาทำงานคนประเภทนี้จะทำเป็นไม่ฟังเวลาที่เขาคนนั้นพูดถึงขั้นเมินก็มี ..ด้วยเพราะเหตุผลที่ว่าเธอโง่กว่าเรา ขนาดเรายังคิดไม่ใด้คนอย่างเธอนะหรอจะคิดได้.,neg
วันนี้ไปเรียนวิชานึงที่มหาลัย แล้วแบบเจออาจารย์พูดกับเพื่อนที่อ้วนว่า หุ่นแบบเธอเหมาะกับการใส่ชุดว่ายน้ำ และตบท้ายเดี่ยวการบอกว่า อาจารย์แซวเล่น ถามจริงๆได้หรอ คุณเป็นถึงอาจารย์นะ !!!,neg
ทำไมเราต้องยอมรับการศึกษาเเย่ๆที่กำลังทำลายจิตใจเราอยู่,neg
นี่มีเพื่อนคนนึง ได้เกรด 3.8 นั่งร้องไห้ แต่การร้องไห้ครั้งนี้ของเพื่อนไม่ได้ดีใจอะไรเลย แต่กลับกลายเป็นความกดดัน เพราะแค่ได้เกรดที่ไม่ได้ดั่งใจพ่อ กลัวว่าพ่อจะด่า คืออยากให้หลายๆครอบครัวยอมรับในสิ่งที่ลูกพยายามอย่างมาก ถึงแม้ว่ามันจะไม่ใช่ในสิ่งที่ตัวเองหวังก็ตาม,neg
เมื่อไหร่การศึกษาไทยจะเปิดรับโลกกว้างบ้างได้แล้ว รับฟังความคิดเห็นจากคนที่ขึ้นชื่อว่าเป็นนักเรียน นักศึกษาหน่อย แล้วที่มาบอกว่าโง่เพราะแค่เกรดต่ำ เอาไปเปรียบเทียบกับคนที่เก่งกว่า ความสามารถของแต่ละคนมันก็แตกต่างกันไป,neg
ห้องเราพอทำงานไม่ดีก็โดนด่า อีกห้องนึงพอทำงานไม่ได้ต่างจากเราเสือกไม่ว่า ขอบคุณความยุติธรมมจากครูค่ะ,neg
ครูก็พยายามบีบเราปากบอกว่ามีอะไรคุยได้นะ แต่พอเอาเข้าจริงกลับว่าเราต่อหน้าคนทั้งระดับว่าควรจะมีความรับผิดชอบเวลาทุกคนเท่ากันครูให้มามากแล้วควรที่จะทำงานเสร็จทั้งที่เราไม่เหมือนคนอื่น เรางงมากว่าเราผิดอะไรถ้าเลือกได้ก็อยากลาออก,neg
ร.ร​ เรา​เป็น​ที่ไม่ดังมากเท่าไหร่ในตัวจังหวัดเเต่การที่เค้ากดขี่นักเรียนในด้านต่างๆทำให้พวกเรารุ้สึกด่อยไปนิดหน่อยเรื่องสำคัญเลยคือ​ ทรงผมที่อะไรก้ไม่รุ้เเทนที่จะให้เด้กฟรีสไตล์​เเต่ดันทำให้นักเรียนคิดมากเรื่องทรงผมเเละไม่มีสมาธิ​ในการเรียนเลย.....,neg
ร.ร. เราน่าเบื่อมากทำอะไรก็โดนด่า โดนว่าออกนอกกรอบไม่ได้เลย,neg
ทำไม รร แม่งต้องเป็นเหมือนกันหมดเลยวะ,neg
การศึกษาไทยเมื่อไหร่จะเปลี่ยนแปลงสักทีอะ,neg
ไปเรียนก็เจอแต่เรื่องน่าเบื่อ ไม่อยากไปเรียนเลย,neg
เราเป็นกะเทยแล้วในโรงเรียนแบบครูบางคนคือBullyยิ่งครูห้องปกครองอ่ะแบบเราก็ใส่กางเกงสั้นแล้วแบบตัดคะแนนคุณลักษณะแล้วด่าแบบเป็นเพศนี้น่ารังเกลียดแล้วยังทำตัวน่าเกลียดอีกคืองงมากกแบบแค่ใส่กางเกงสั้นต้องด่าถึงขนาดนี้หรอ,neg
ตอนนี้เราอยู่ปี1 เราเริ่มกล้าแสดงออกมากขึ้น เราพูดเก่งขึ้นเราพยายามไม่คิดอะไรเหมือนแต่ก่อน พยายามระงับอารมณ์ตัวเองเวลาเริ่มมีเรื่องให้คิดเราทำแค่หายใจเข้าและปล่อยวางสำหรับเรามันช่วยนะ ตอนนี้เรามีเพื่อนดี รอบข้างเราดี เรารู้สึกสบายใจขึ้นมาก,pos
นี่คือความเจ็บปวดที่สุดของเราเจ็บยิ่งกว่าอกหักฝังอยู่ในใจเรามา6ปีแล้วและคิดว่าคงไม่หายไปไหนแน่นนอน เราคิดว่าถ้าเราตายเพื่อนในห้องตอนม.ต้นจะมางานศพเรามั้ยแล้วก้ตอนจบม.6เราอยากให้เพื่อนตอนม.ต้นมาขอโทษเราแต่ก็ไม่มีซักคน,neg
เราขึ้นม.4โรงดรียนเดิมเราได้แต่ภาวนาว่าอย่าได้เจอเพื่อนในห้องเก่าในห้องใหม่เด็ดขาดคำขอเราเป็นจริงเรามีชีวิตใหม่เริ่มต้นใหม่สุดท้ายเราก็เจอการบูลลี่ในห้องใหม่อีกครั้งแต่เป็นเพื่อนอีกคน เราทำได้แค่นั่งฟังและนั่งมองเพื่อนคนนั้นโดนว่า,neg
เราเริ่มรู้ตัวตอนที่พวกผู้ชายเรียกเราว่าอีผี!! ตอนนั้นยังเด็กมากเราได้แค่คิดว่าเราไปทำไรผิดมารึป่าวทำไมต้องมาว่าเรา เราโดนเรียกว่าอีผีตลอดทั้งที่เรามีชื่อของเรา เราเก็บกดสุดๆถูกเรียกมาตั้งแต่ม.1ยันม.3 เราเป็นคนเดียวที่ผู้ชายไม่คุยไม่เล่นด้วยถ้าไม่จำเป็น,neg
คนอื่นชอบมาทักเราว่า ทำไมไม่ไป รร. ทำไมอยู่บ้าน ระวังเขาขึ้นหัว อะไรแบบน้ ถึงเราไม่ออกจากบ้านแต่เค้านั้นมาบ้านเราแล้วมาพูดแบบนี้ใส่อ้ะ จนแม่พูดตลอดว่า เค้ามีโลกส่วนตัวสูง ไอ้คำนี้ที่แม่บอกทุกคนไป คือเราไม่ชอบมันเลยเว้ย ,neg
ในช่วงวันเด็กมีประสบการณ์ต้องย้าย รร ตอนนั้นแย่มากที่ต้องจาก พ่อแม่ มาเรียนโรงเรียนในเมืองโคราช ซึ่งเราเป็นเด็กบ้านนอกอ่ะ ต้องปรับตัวเยอะมากๆ พอย้ายจากป5 มาเข้าป6ที่โคราช สมัยนั้นก็โดนบูลลี่ นะ เพื่อนร่วมชั้นซุบซิบนินทาไง ตอนเด็กไม่รู้ว่านั้นคือการบูลลี่ กว่าจะผ่านมาได้,neg
อยากซิ่วว,neg
อยากเข้าใหม่,neg
อยากสอบใหม่ไม่อยากเรียนที่เดิมแล้ว,neg
อยากออกจากมหาลัยเดิมไปเข้ามหาลัยใหม่,neg
โดนไทล์มาครึ้งนึงชีวิตเปลี่ยนเลย,neg
ไม่สนุกเลยกับการที่ต้องมาเรียนใหม่กับน้อง,neg
ต้องไปเรียนกับน้อง แย่มากๆ,neg
ซ้ำชั้น,neg
ซ้ำชั้นมา 1 ปีเรียนกับน้องรู้สึกไม่ดีเลย,neg
ความสุขของผมคือการได้นั่งอยู่หน้าจอคอมแล้วเขียนโปรแกรมที่เรียนมาอย่างมีความสุข,pos
เมื่อไหร่อาจารย์บุญจะเข้าใจพวกผมสักทีว่าพวกูทำตามที่มึงต้องการไม่ได้,neg
เฮ้ย มีเรียนเช้านะ แต่น่าจะได้นอนยากว่ะ จะอ่านหนังสือก็ไม่ได้ ถ้าจะดังขนาดนี้ ,neg
ไม่ชอบหมดแหละ ไม่เพียงแต่กิจกรรม รวมถึงงานดนตรีน่ารำคาญด้วย,neg
ไม่อยากอ่านหนังสือ,neg
หลักการมั่วข้อสอบที่มีหลักการที่สุดคือการใส่มั่วโดยไม่คิดไม่ความรู้สึกปากกาโดนข้อไหนตอบไปเลย!!!,neg
มีใครพอจะเฉลยแกทไทยเรื่องทำไมเด็กติดเกมได้บ้างมั้ยคะ,pos
ลอกอยู่ได้ทำเองไม่เป็นอ่อ,neg
ทำไมเพื่อนชอบลอกการบ้าน,neg
ทำไมต้องเอางานกูไปส่งวะ ทำเองมั่งดิ,neg
ต้องต้มกินแล้วละ ถึงจะจำได้,neg
สู้ต่อไปตัวฉัน เราต้องชนะ ข้อสอบ5555,pos
เคว้งคว้างมากจำอะไรไม่ได้เลย,neg
ถ้าเกรดกูออกมาดีเหมือนหน้าตา ก็คงจะดีเนอะ,neg
ขอบคุณสำหรับทุกๆกำลังใจนะคะ เราจะพยายามทำให้ออกมาดีที่สุด อยากได้สรุปอะไรขอได้นะคะ รักกทุกคนนน,pos
มึงรู้จักอัจฉริยะข้ามคืนป่ะ ? อ่านหนึ่งคืนก่อนสอบบบ วันอื่นไม่อ่าน ,neg
เอาจริงๆเกรดเราโอมากนะ โอโห อีเหี้ย นี้เกรดหรือเศษเลข !!!,neg
วันนี้สอบวันสุดท้าย สู้ๆนะคนเก่ง,pos
มีสิ่งนึงที่ไม่เคยสัมผัสเลข 4 เลย นั่นก็คือเกรดของเรานั่นเอง,neg
แค่ข้อสอบปรนัย(แบบกา)กูก็นั่งเอ๋อล่ะ นี่มาเป็นอัตนัย(แบบเขียนตอบ)กูไม่เหลวเป็นน้ำเลยหรอ?,neg
ความรู้เท่าหางอึ่ง ครูออกข้อสอบทีนึง Around the world,neg
อ่านไปโครตดี แต่ตกม้าตายเพราะคิดเยอะ นี่แหละ,neg
ไว้อาลัย คะแนนสอบ ล่วงหน้าละ,neg
มีเพื่อนคนนึงแม่งโกงข้อสอบ แย่ชิบหายย,neg
ทำไมต้องโกงข้อสอบด้วยวะะ,neg
โกงแล้วยังเสือกอวดคิดได้ไง,neg
เสือก,neg
เผือก,neg
โกงไปแล้วได้อะไรขึ้นมา สักวันขอให้โดนไล่ออก,neg
โดนไล่ออกจากโรงเรียนอะ เซ็ง,neg
โดนไล่ออกจากมหาลัยอะ,neg
โดนเชิญออกอะทำไงดี,neg
วันนี้มีเรื่องกับเพื่อนที่โรงเรียนมาโดนไล่ออกเลย,neg
คิดถึงสมัยเรียนที่อยู่หอจัง,pos
งานหยายมากแม่ !!  สอบบ่าย แต่อาจารย์ทักมาบอกแนวตอนเช้า แม่เจ้าโว๊ยยยยยยยย อาจารย์คิดว่าหนูความจำดีมากจริงๆหรอคะ ? หนูเด๋อมากเลยนะคะอาจารย์ ,neg
"มีคำเดียวที่จะบรรยายให้กับชีวิตตัวเองก็คือ""เหนื่อยยย""อยากให้พ้นๆช่วงนี้ไปสักที ทรมาน เครียด เหนื่อย จะเทก็ไม่ได้",neg
เทแล้วจ้า,neg
ทรมานมาก,neg
ไม่มีอารมณ์อ่านอะไรเลยตอนนี้,neg
อดทน หน่อยนะ สมองของฉัน,neg
วันนี้สมองแบกรับอะไรหลายอย่างไว้จนปวดหัวละตอนนี้,neg
ถ้าครูให้ติดศูนย์ รถครูก็ต้องเข้าศูนย์เช่นกัน,neg
ให้เกรดอะไร สงสารคนอ่านหนังสือด้วย!!!,neg
เหนื่อยแค่ไหนก็ทำได้แค่ยิ้มจริงๆว่ะ,neg
ตอนนี้สมองจำสลับกันไปมา สรรพากร คอมพิวเตอร์ ตำรวจอีก ถถถ เราจะอ่านร่วมกันสองสนามไม่ได้,neg
เวลาสอบถามว่ากลัวเพื่อนได้คะแนนเยอะไหมกลัวดิกลัวอายที่ตกคนเดียวอยากให้มันตกเป็นเพื่อนแล้วไปซ่อมด้วยกัน,neg
สอบเสร็จแล้วว ได้นอนสักที,pos
ชีทอย่างหนา ไม่มีห่าไรในหัวเลย,neg
วันนี้จะพาไปดูคณะอุตสาหกรรมเกษตร ม.เกษตร,pos
คณิตก็ไม่ชอบ,neg
วิทย์ไม่ชอบ,neg
ไม่ชอบเลข,neg
ไม่ชอบวิทย์,neg
ไม่ชอบเรียน,neg
1คะแนนที่ครูไม่ปัดให้มีผลต่อเกรดเหี้ยๆอะมันเจ้บที่จัย!!!!!!!!!!!!!!!,neg
คือสอบได้ที่เท่ากันแต่เกรดออกมาไม่เหมือนกันเป็นงง!!!!!!!!!!!,neg
คือนี้เข้าใจความรู้สึกของคนที่ได้79คะแนนแล้วอีก1คะแนนครูไม่ปัดให้ก็วันนี้แหละคือมันเหี้ยมากมันเจ็บอยู่ที่ใจแล้วคือนี้เป็น2วิชาครูค่ะ-.-1คะแนนก็ให้ไม่ได้หรอค่ะหนูไม่เข้าใจ!!!!!!!!!!!!!!!ใจร้ายที่สุด!!!!!!!!!!!!!!!,neg
พวกคุณไม่เข้าใจหรอกว่าเราเหนื่อยแค่ไหน ลองสลับบทบาทกันบ้างไหมเผื่อจะเข้าใจ,neg
ก็เครียดอยู่นะ มาอ่านหนังสือเอาคืนก่อนสอบ มันก็กดดัน และเครียดเป็นธรรมดา และเสียใจที่ไม่อ่านตั้งแต่เนิ่นๆ,neg
คือ เป็นครั้งแรกที่สอบแล้วไม่อ่าน นส. แบบไม่ได้แตะไม่ได้เปิดครั้งแรก คือจริงๆ ครูไม่บอกแนวข้อสอบอะไรเลย ถ้าอ่านของวันนี้ก็จะอ่านของพรุ่งนี้ที่ยากกว่าไม่ทันแล้วคือตอนเช้าก็โดน...ตบหัว กระชากหัวมา ตอนนี้ปวดหัวมาก แล้วก็ทำข้อสอบไม่ได้อีก โดนด่าอีก ไม่ไหวแล้วอะ,neg
ความรู้สึกหลังสอบเสร็จนี่มันสุดยอดจริงๆว่ะ,pos
พรุ่งนี้ควายจะไปสอบละจ้าาา,neg
อ่านทำไม อ่านไปก็ไม่เข้าสมองอยู่ดี!,neg
เกรดสารเลวววว แกทำให้ฉันได้น้อยนนนน,neg
ไม่มีอะไรจะเขียน ให้ครูได้อ่านวันนี้ บนหน้ากระดาษก็เละน้ำตา,neg
งานทำในห้องอย่างง่าย การบ้านที่สั่งมาโคตรพ่อโคตรแม่ยากชิบหาย,neg
คำว่ายอมเหนื่อยตอนนี้ สบายตอนหน้า มันไม่มีจริงหรอกค่ะ ,neg
ซึ่งคนที่ติด ร ได้ปรับคะแนนจนเกรด 4 มันไม่ยุติธรรมไหมอะ  แล้วไม่กี่วันก็ต้องสมัครมหาลัย แค่มหาลัยก็เครียดแล้วมาเครียดเรื่องนี้อีก,neg
ทุกคน เอาจริงเรามานั่งคิดหลังจากเปิดเทอม2วัน เรารสว่าทำไมเราต้องเรียนหนักขนาดนี้วะ แบบงาน ครูที่สอน บทเรียน คือมึ้งงงงง มันดูดวิญญาณมากอะ อยากเรียนอะไรที่เราสามารถนำไปใช้ได้จริงไม่ใช่อะไรที่มันยืดเยื้อแล้วพอสอบเสร็จก็ลืมหมดไรงี้อะ,neg
อยู่ดีๆก็ได้เรียนตั้งแต่8โมงเลิก16:45บางทีเด็กบางคนเขาก็ไม่ได้อยากเรียนแล้วคือเข้าแถวตอน7:30เอาเวลาไหนไปกินข้าวเช้าโดยเฉพาะคนอยู่บ้านไกลทำไมเราต้องมาเจอกับการศึกษาแบบนี้?,neg
